number,bike_stands,available_bike_stands,available_bikes,last_update
222,20,19,0,2024-07-30T21:51:57+00:00
222,20,16,3,2024-07-30T19:50:26+00:00
222,20,18,1,2024-07-30T18:51:59+00:00
222,20,19,0,2024-07-30T17:58:51+00:00
225,20,5,14,2024-07-30T19:50:50+00:00
225,20,5,14,2024-07-30T20:51:27+00:00
225,20,6,14,2024-07-30T22:52:35+00:00
225,20,5,14,2024-07-30T21:51:59+00:00
225,20,6,13,2024-07-30T18:50:19+00:00
225,20,6,13,2024-07-30T17:56:37+00:00
227,32,31,1,2024-07-30T20:50:12+00:00
227,32,31,1,2024-07-30T22:00:51+00:00
227,32,31,1,2024-07-30T18:59:07+00:00
227,32,30,2,2024-07-30T22:53:51+00:00
227,32,31,1,2024-07-30T19:49:36+00:00
227,32,31,1,2024-07-30T17:58:10+00:00
230,20,8,11,2024-07-30T21:57:31+00:00
230,20,6,13,2024-07-30T18:49:42+00:00
230,20,6,13,2024-07-30T19:50:21+00:00
230,20,4,15,2024-07-30T22:52:24+00:00
230,20,8,11,2024-07-30T20:53:30+00:00
230,20,5,14,2024-07-30T17:58:43+00:00
235,19,16,3,2024-07-30T21:58:14+00:00
235,19,15,4,2024-07-30T18:52:31+00:00
235,19,17,2,2024-07-30T19:50:12+00:00
235,19,16,3,2024-07-30T20:53:07+00:00
235,19,19,0,2024-07-30T22:51:58+00:00
235,19,14,5,2024-07-30T17:49:03+00:00
238,17,0,17,2024-07-30T18:53:21+00:00
238,17,0,17,2024-07-30T20:54:31+00:00
238,17,0,17,2024-07-30T19:53:56+00:00
238,17,0,17,2024-07-30T22:55:43+00:00
238,17,0,17,2024-07-30T21:55:07+00:00
238,17,1,16,2024-07-30T17:52:39+00:00
240,18,2,16,2024-07-30T19:56:35+00:00
240,18,2,16,2024-07-30T18:57:50+00:00
240,18,0,18,2024-07-30T20:57:10+00:00
240,18,0,18,2024-07-30T21:57:44+00:00
240,18,1,17,2024-07-30T22:58:57+00:00
240,18,2,16,2024-07-30T17:55:13+00:00
250,18,7,11,2024-07-30T21:57:28+00:00
250,18,5,13,2024-07-30T19:56:23+00:00
250,18,8,10,2024-07-30T18:55:44+00:00
250,18,5,13,2024-07-30T20:56:53+00:00
250,18,7,11,2024-07-30T22:58:00+00:00
250,18,9,9,2024-07-30T17:54:47+00:00
253,20,18,2,2024-07-30T22:49:34+00:00
253,20,17,3,2024-07-30T20:58:35+00:00
253,20,17,3,2024-07-30T19:58:04+00:00
253,20,17,3,2024-07-30T18:57:33+00:00
253,20,17,3,2024-07-30T21:59:06+00:00
253,20,19,1,2024-07-30T17:57:02+00:00
255,16,9,7,2024-07-30T22:55:56+00:00
255,16,9,7,2024-07-30T21:55:22+00:00
255,16,9,7,2024-07-30T20:58:16+00:00
255,16,11,5,2024-07-30T19:54:10+00:00
255,16,10,6,2024-07-30T18:53:29+00:00
255,16,9,7,2024-07-30T17:54:20+00:00
256,18,2,15,2024-07-30T20:54:25+00:00
256,18,3,14,2024-07-30T22:58:38+00:00
256,18,3,14,2024-07-30T21:59:05+00:00
256,18,3,14,2024-07-30T19:55:39+00:00
256,18,3,14,2024-07-30T18:56:47+00:00
256,18,3,14,2024-07-30T17:57:44+00:00
258,18,18,0,2024-07-30T21:56:29+00:00
258,18,18,0,2024-07-30T19:55:24+00:00
258,18,18,0,2024-07-30T20:55:57+00:00
258,18,18,0,2024-07-30T22:57:02+00:00
258,18,18,0,2024-07-30T18:54:52+00:00
258,18,18,0,2024-07-30T17:54:20+00:00
275,17,1,15,2024-07-30T22:49:42+00:00
275,17,3,14,2024-07-30T20:58:41+00:00
275,17,5,12,2024-07-30T19:58:10+00:00
275,17,5,12,2024-07-30T18:57:35+00:00
275,17,2,15,2024-07-30T21:59:13+00:00
275,17,5,12,2024-07-30T17:57:00+00:00
278,18,18,0,2024-07-30T19:53:41+00:00
278,18,18,0,2024-07-30T21:54:48+00:00
278,18,18,0,2024-07-30T22:55:21+00:00
278,18,18,0,2024-07-30T20:54:13+00:00
278,18,18,0,2024-07-30T18:52:39+00:00
278,18,18,0,2024-07-30T17:52:02+00:00
279,18,11,6,2024-07-30T20:55:19+00:00
279,18,10,7,2024-07-30T21:55:53+00:00
279,18,13,4,2024-07-30T18:54:11+00:00
279,18,11,6,2024-07-30T19:54:46+00:00
279,18,10,7,2024-07-30T22:56:27+00:00
279,18,13,4,2024-07-30T17:53:31+00:00
285,18,18,0,2024-07-30T19:56:04+00:00
285,18,18,0,2024-07-30T22:57:36+00:00
285,18,17,1,2024-07-30T18:55:31+00:00
285,18,18,0,2024-07-30T20:56:34+00:00
285,18,18,0,2024-07-30T21:57:05+00:00
285,18,17,1,2024-07-30T17:54:56+00:00
288,36,33,0,2024-07-30T21:51:18+00:00
288,36,25,8,2024-07-30T18:58:57+00:00
288,36,26,7,2024-07-30T19:58:47+00:00
288,36,30,3,2024-07-30T20:55:47+00:00
288,36,33,0,2024-07-30T22:51:51+00:00
288,36,27,7,2024-07-30T17:58:07+00:00
305,13,13,0,2024-07-30T08:12:08+00:00
330,13,13,0,2024-07-30T10:52:28+00:00
366,13,12,0,2024-07-30T09:36:38+00:00
368,13,13,0,2024-07-30T18:49:21+00:00
368,13,13,0,2024-07-30T22:00:58+00:00
368,13,13,0,2024-07-30T20:50:22+00:00
368,13,13,0,2024-07-30T22:51:23+00:00
368,13,13,0,2024-07-30T19:49:52+00:00
368,13,13,0,2024-07-30T17:58:56+00:00
369,13,13,0,2024-07-30T22:54:58+00:00
369,13,13,0,2024-07-30T19:53:18+00:00
369,13,13,0,2024-07-30T20:53:52+00:00
369,13,13,0,2024-07-30T21:54:26+00:00
369,13,13,0,2024-07-30T18:52:46+00:00
369,13,13,0,2024-07-30T17:51:48+00:00
